ROW_ID,conversion
0,0.003788251
1,0.00509481
2,0.05536232
3,0.016174233
4,0.09962329
5,0.00024200314
6,0.0020001954
7,0.008631308
8,0.019190025
9,0.06390481
10,0.15475245
11,0.072795324
12,0.03730997
13,0.0016507345
14,0.009990246
15,0.00852664
16,0.14404534
17,0.004029015
18,0.029583171
19,0.003906322
20,0.014807581
21,0.06859319
22,0.010950521
23,0.0021552767
24,0.0020700328
25,0.0008550464
26,0.0015873142
27,0.0022702732
28,0.015356283
29,0.16560149
30,0.0031717494
31,0.035795324
32,0.007272586
33,0.0022895825
34,0.0021322393
35,0.25440466
36,0.02898183
37,0.004176723
38,0.02117299
39,0.053971794
40,0.03919622
41,0.006221714
42,0.0005490907
43,0.0018763446
44,0.11031662
45,0.03102116
46,0.004359395
47,0.00656336
48,0.0008020855
49,0.006884918
50,0.023647105
51,0.011360364
52,0.21259797
53,0.00834223
54,0.13443193
55,0.028438285
56,0.07117561
57,0.061275113
58,0.13665493
59,0.039004326
60,0.028940655
61,0.0027190153
62,0.021530913
63,0.030404625
64,0.0049516405
65,0.009316841
66,0.005423143
67,0.0033617204
68,0.077833824
69,0.0149074
70,0.0016455231
71,0.0011886145
72,0.07749248
73,0.13468005
74,0.061298925
75,0.30267775
76,0.018443096
77,0.07026885
78,0.010918541
79,0.007763338
80,0.009217989
81,0.0029627767
82,0.12684292
83,0.11672797
84,0.086562045
85,0.084308
86,0.008006387
87,0.0165044
88,0.02273342
89,0.0016384841
90,0.029259566
91,0.102297485
92,0.006740196
93,0.047461152
94,0.0016636953
95,0.00825754
96,0.024509415
97,0.13275614
98,0.00064627995
99,0.046145853
100,0.04928304
101,0.02813278
102,0.029386861
103,0.01184243
104,0.16474839
105,0.0009995411
106,0.0048705316
107,0.22046971
108,0.009828701
109,0.020229975
110,0.00015395635
111,0.009434823
112,0.036348652
113,0.0060668685
114,0.006885828
115,0.020799603
116,0.012582105
117,0.0070015807
118,0.016583664
119,0.06980321
120,0.11567958
121,0.016421992
122,0.021725008
123,0.0151326405
124,0.022047037
125,0.01466227
126,0.010584436
127,0.0048485356
128,0.014999551
129,0.00094745564
130,0.0010909521
131,0.0007664429
132,0.0039983313
133,0.02474948
134,0.00047237417
135,0.015148248
136,0.0024720693
137,0.12430554
138,0.055818744
139,0.0007263989
140,0.4033641
141,0.17278393
142,0.013292325
143,0.006261284
144,0.09807626
145,0.0077015813
146,0.0033519699
147,0.053123888
148,0.0008383523
149,0.001904507
150,0.0045661135
151,0.036632366
152,0.043698184
153,0.09735626
154,0.00093347655
155,0.014523495
156,0.0009461855
157,0.17447159
158,0.002339963
159,0.043329652
160,0.12707573
161,0.000119018136
162,0.005499833
163,0.0049259407
164,0.13076419
165,0.0119075915
166,0.017691014
167,0.030122718
168,0.0041153957
169,0.05828181
170,0.07541518
171,0.055991255
172,0.00030311872
173,0.0005345716
174,0.00436313
175,0.0033482157
176,0.017817786
177,0.025930623
178,0.029979495
179,0.023174165
180,0.037676048
181,0.02913899
182,0.0027189455
183,0.007290116
184,0.017845888
185,0.0037505697
186,0.16714625
187,0.005717769
188,0.0076832874
189,0.012574098
190,0.0030093146
191,0.09339699
192,0.00481194
193,0.00079530274
194,0.03072695
195,0.004024261
196,0.0009901418
197,0.0057637864
198,0.017924177
199,0.004268028
200,0.0034629905
201,0.003392984
202,0.01626454
203,0.05035556
204,0.005426367
205,0.022109823
206,0.7482136
207,0.0073736147
208,0.0017455716
209,0.0035046358
210,0.030334445
211,0.11296163
212,0.009683615
213,0.025296487
214,0.002861629
215,0.001537226
216,0.006537255
217,0.10494743
218,0.009759574
219,0.0690919
220,0.055034444
221,0.017048873
