ROW_ID,conversion
0,0.027175087
1,0.031299951
2,0.13656199
3,0.084294453
4,0.107692325
5,0.010564135
6,0.06329736
7,0.039589451
8,0.04146765
9,0.055810271
10,0.118718883
11,0.194937323
12,0.163646888
13,0.029857531
14,0.084717384
15,0.095731038
16,0.242229931
17,0.0207668
18,0.124720691
19,0.093229125
20,0.048841795
21,0.116084173
22,0.083632384
23,0.055512613
24,0.025660154
25,0.013190052
26,0.030525411
27,0.0152171
28,0.084111836
29,0.187198078
30,0.057007867
31,0.087034259
32,0.021660912
33,0.030414853
34,0.032678111
35,0.186394876
36,0.063268228
37,0.041309329
38,0.233438728
39,0.134886906
40,0.054265262
41,0.055617593
42,0.025876545
43,0.007692363
44,0.080552498
45,0.057863647
46,0.049543646
47,0.019214754
48,0.020583201
49,0.142681184
50,0.100286526
51,0.051722163
52,0.252707079
53,0.037811289
54,0.157262288
55,0.093490945
56,0.086039097
57,0.035499959
58,0.199059739
59,0.09685216
60,0.040755226
61,0.019218651
62,0.029706021
63,0.110016994
64,0.043546934
65,0.021941014
66,0.049338591
67,0.022163025
68,0.235552838
69,0.135687677
70,0.024775339
71,0.031147493
72,0.091630141
73,0.089280054
74,0.411992972
75,0.602025203
76,0.0668589
77,0.189341465
78,0.024306754
79,0.079332665
80,0.056264588
81,0.071532009
82,0.121017747
83,0.067845111
84,0.021769447
85,0.057901609
86,0.056353662
87,0.028315945
88,0.148438719
89,0.006457892
90,0.047023563
91,0.176344868
92,0.090432788
93,0.094210208
94,0.029510429
95,0.016347211
96,0.044130731
97,0.157132122
98,0.012364751
99,0.057850244
100,0.127673907
101,0.118895146
102,0.095716906
103,0.057307311
104,0.193957135
105,0.027799684
106,0.020121601
107,0.089183546
108,0.075393536
109,0.103040551
110,0.006967322
111,0.074308661
112,0.126334797
113,0.061817547
114,0.031341962
115,0.110055685
116,0.074387196
117,0.032389089
118,0.169795964
119,0.135638897
120,0.232791083
121,0.039368104
122,0.037460853
123,0.065697514
124,0.05220174
125,0.039635015
126,0.010321859
127,0.03451135
128,0.034011585
129,0.019322865
130,0.032921818
131,0.031482046
132,0.079097905
133,0.110553152
134,0.018708215
135,0.074454991
136,0.016953426
137,0.156100914
138,0.089004215
139,0.026874658
140,0.154800136
141,0.10509357
142,0.222593596
143,0.071786705
144,0.16745389
145,0.022780656
146,0.030132866
147,0.078416244
148,0.030949061
149,0.062947782
150,0.04130846
151,0.066130279
152,0.067170203
153,0.064215684
154,0.018359957
155,0.038537405
156,0.019022318
157,0.077998803
158,0.030372572
159,0.045685935
160,0.072553183
161,0.008865201
162,0.028495211
163,0.027075506
164,0.201435387
165,0.059696122
166,0.214202054
167,0.288934224
168,0.020364217
169,0.057314616
170,0.130806863
171,0.076684207
172,0.01458006
173,0.039584925
174,0.044669065
175,0.033994432
176,0.02817392
177,0.111856071
178,0.026080995
179,0.113953119
180,0.118571662
181,0.113858685
182,0.020639289
183,0.047569196
184,0.227740346
185,0.038190356
186,0.348539735
187,0.022798571
188,0.083051409
189,0.089223082
190,0.055044234
191,0.032675327
192,0.054569697
193,0.026067379
194,0.137712994
195,0.058081453
196,0.024176982
197,0.076468278
198,0.057820008
199,0.027328612
200,0.023727841
201,0.034904046
202,0.058741682
203,0.042374334
204,0.065095706
205,0.035277132
206,0.5029255
207,0.044708907
208,0.050731493
209,0.020204607
210,0.068959088
211,0.090336119
212,0.042335275
213,0.087576772
214,0.019610991
215,0.019119646
216,0.048565165
217,0.054703782
218,0.157499199
219,0.129049714
220,0.153013394
221,0.031715203
222,0.131667059
223,0.216292026
224,0.144718793
225,0.172349911
226,0.025662687
227,0.12088578
228,0.00839277
229,0.065881838
230,0.142959193
231,0.039507555
232,0.081815165
233,0.068364746
234,0.060201948
235,0.064650863
236,0.093694944
237,0.020122451
