ROW_ID,conversion
0,0.01903882
1,0.014717504
2,0.081583242
3,0.096018844
4,0.102408565
5,0.007883346
6,0.050763437
7,0.029299422
8,0.047905312
9,0.03689083
10,0.130709308
11,0.094308112
12,0.101705871
13,0.031391742
14,0.079920236
15,0.085769529
16,0.162118316
17,0.014597254
18,0.072577263
19,0.117026698
20,0.036509257
21,0.157754942
22,0.069246629
23,0.039273894
24,0.013331234
25,0.003504106
26,0.035452725
27,0.027573834
28,0.05564463
29,0.154053225
30,0.044884938
31,0.061719055
32,0.018173912
33,0.019545952
34,0.013630373
35,0.181397385
36,0.037526991
37,0.03984272
38,0.204204925
39,0.137605578
40,0.042220318
41,0.019834884
42,0.01744949
43,0.006352912
44,0.077867454
45,0.045320501
46,0.045272088
47,0.015654609
48,0.015170239
49,0.122275314
50,0.11145887
51,0.064742245
52,0.217733176
53,0.031549787
54,0.193434734
55,0.064581804
56,0.090999744
57,0.02997358
58,0.247332543
59,0.124466086
60,0.077161445
61,0.012028788
62,0.015630798
63,0.038165588
64,0.038093808
65,0.020911445
66,0.020209496
67,0.009548874
68,0.123175759
69,0.100489193
70,0.015830517
71,0.023495938
72,0.123551349
73,0.094464892
74,0.218690734
75,0.593170993
76,0.067998913
77,0.190317822
78,0.017701693
79,0.059975251
80,0.068512372
81,0.045285094
82,0.08475952
83,0.049076784
84,0.019121538
85,0.078184853
86,0.049899309
87,0.013185699
88,0.097639731
89,0.001658751
90,0.043986401
91,0.111125552
92,0.056039587
93,0.069591348
94,0.020104664
95,0.01455164
96,0.056288169
97,0.104624716
98,0.011885897
99,0.07652131
100,0.073716721
101,0.062638582
102,0.065038161
103,0.069478139
104,0.277691019
105,0.026708285
106,0.016961895
107,0.1850976
108,0.052387704
109,0.118180714
110,0.005281312
111,0.05428353
112,0.081243377
113,0.043123486
114,0.02695353
115,0.089933268
116,0.026840514
117,0.027903927
118,0.09157219
119,0.095688639
120,0.185063836
121,0.038161938
122,0.034939493
123,0.061633951
124,0.035081852
125,0.065760045
126,0.008254979
127,0.034398329
128,0.033948805
129,0.016347212
130,0.021512902
131,0.019624824
132,0.061052696
133,0.104052994
134,0.016441869
135,0.053039799
136,0.015668799
137,0.088219604
138,0.051761584
139,0.020176813
140,0.137200474
141,0.108506136
142,0.144414781
143,0.061789529
144,0.195146306
145,0.023484575
146,0.011116316
147,0.078205827
148,0.031360898
149,0.062365527
150,0.029646547
151,0.092015195
152,0.049865144
153,0.068281863
154,0.010680471
155,0.034106362
156,0.011699634
157,0.086812859
158,0.020069899
159,0.026100251
160,0.093863395
161,0.006031548
162,0.019597149
163,0.027822258
164,0.166145535
165,0.042502686
166,0.151190152
167,0.228353225
168,0.015281239
169,0.072462827
170,0.160412088
171,0.086131326
172,0.002721784
173,0.021852839
174,0.06113068
175,0.028865824
176,0.028949883
177,0.074713345
178,0.016051255
179,0.094561333
180,0.071168651
181,0.057173728
182,0.010260711
183,0.028917629
184,0.164037316
185,0.021396555
186,0.27610936
187,0.014650699
188,0.053278094
189,0.040966668
190,0.060514183
191,0.044153631
192,0.04857808
193,0.024565898
194,0.144808216
195,0.044832607
